team_name,team_bio
Gary & Will,"[1]
Gary[] 52
 Livonia, Mich.
 Best Friends/Substitute Teachers
 Substitute Teacher
 I try to instill my students with a love of learning and prepare them for a satisfying life, encouraging them to help those less fortunate than themselves, and impress upon them it is not always what a person has for themselves, but what a person gives of themselves that's important.
 Biking, playing guitar and working around the house.
 Intelligent, funny and excitable.
 Riding in the Make-A-Wish 300 mile bike ride. I was 275 lbs. and out of shape but I worked very hard to do the ride and was able to meet my ""wish child"" at the end. It was truly amazing.
 John Lennon
 Napoleon, Will has his complex
 Bad taxi drivers.
 Seeing how other people live.
 Will needs to slow down his speech and clearly state his opinions and ideas. He tends to interrupt and lose his focus.
 Will and his iPhone – I believe he thinks he invented it! Also, he is very cocky.
 Russia – I would love to experience the culture. They were once our bitter enemies, and now they are our friends.
 I want Will to learn how to work 100% in a partnership instead of being a lone wolf.
Will[] 53
 Dearborn Heights, Mich.
 Best Friends/Substitute Teachers
 Substitute Teacher
 I am currently finishing my Master's degree in secondary education and a substitute teacher in the Wayne County School District.
 Biking, running and swimming.
 Exciting, tireless and entertaining.
 Finishing a marathon in less than 4 hours and riding 300 miles for Make-A-Wish.
 John Stamos
 Kramer from Seinfeld
 Delays at airports because I hate missing appointments.
 Meeting new people, the ocean and warm weather.
 Gary needs to learn to talk to me in a calmer manner because he sometimes gets overly excited and loud without him realizing it.
 Gary is very emotional and can be bossy.
 Australia because I love the ocean and want to visit the Great Barrier Reef.
 To experience new adventures I would not be able to if I wasn't competing in ""The Amazing Race.""
"
Gina & Sylvia,"
“”

BioQ & A
Gina and Sylvia are two 30-something stay-at-home moms from Hilton Head Island, South Carolina, who are constantly on the go. Whether it's changing diapers, helping with homework or cheering on a little one at a soccer game, the pair have been busily taking care of their families and haven't had much time to focus on themselves.
While both moms attended the University of South Carolina, they met and became friends at a baby shower. Instead of pursuing careers outside of their home, they both decided to become at-home moms, and they've been close ever since. As Gina and Sylvia experience the joys and frustrations of motherhood, their children, whose ages range from 16 months to 9 years, have already shared many memorable moments together.
THE AMAZING RACE gives ""Team Soccer Mom"" the chance to experience an adventure away from their families before they head back to the chaos of daily life. ""Our lives revolve around kids, carpools, diapers, cleaning bathrooms, laundry, etc.,"" says Gina. ""I personally have had very little opportunity to travel. Everything I do on a daily basis is about my family, I want to do this trip for me.""
Sylvia agrees. ""I want to do something for me. I love taking care of my children but it's a job that requires one to devote themselves totally to someone else."" She adds, ""I'm also doing it for my daughter. I want her to see me do something special. I don't want her to think that all I did was sit at home!""
While they're on the road, both Gina and Sylvia have photos of their families with them so they can keep them close to their hearts during the tough days that lie ahead. With their easy-going, Southern nature, they think they have the charm and sensibility to come out on top. Plus, to them, the challenge is nothing compared to being a mom with a hectic family schedule.

Sylvia has three children, Charlie, Allison and Henry. Her birth date is January 17. Gina is mother of two children, Hunter and Abigil. Her birth date is September 23.[1]


 I personally have had very little travel experience. The Caribbean and a handful of states. That's one of the reasons I'm so excited about this trip.
 I haven't done much traveling as an adult. As a child, I traveled with my mom to Peru (she is from Peru). But the older we got (my siblings and I), we didn't travel with her; she went alone. After I was married, my husband and I went to England.


 The most stressful aspect of traveling, I think, will be the language barriers. It's going to be frustrating and scary at times, being unsure of where you're going and unable to communicate. That is a vulnerable position to be in.
 On this Race, the most stressful aspect of traveling has to be our limited resources. We can't just check into a hotel or whip out a credit card and get out of town, or hop on a plane. Not to mention the language barrier!


 I packed two pictures of my husband and children. They are my inspiration. I really want them to be proud of me.
 I'm carrying a photograph of my husband and our three children. They are my inspiration. They are the reasons for most everything I do.


 I got married at 23, right out of college. My husband and two children are my life. I love them more than anything and wouldn't change a thing, but I want to do this Race for me. Everything I do on a daily basis is about someone else. I need to prove to myself I can do this.
 My world is filled with my children and my husband, and I'm really happy with that. This is something that I'm doing for myself, because I want to. I wanted to show my children that they, too, can do anything they want in life, that their world doesn't have to have limitations.


 All of our previous travel experiences consist of--you guessed it--vacations with the kids. We load up the minivan and take our five children anywhere family-oriented and driveable. It is very chaotic at times, but we're hopefully making great memories for the kids.
 We've taken short trips. We've never traveled outside the country. I have a minivan that will fit the two of us and our children, so our trips have always been short and fun and within driving distance.


 My fear would be to be presented with a challenge I may not be successful at, therefore letting down my Team. What I really hope to discover about myself is not my fears, but that I am stronger mentally and physically than I ever gave myself credit for.
 I think I fear letting my partner down, and myself. I want to push myself emotionally and physically. I believe I can do it. I don't want to disappoint myself or Gina. So, I guess I'm fearful of my own limitations, and finding out what scares me, or what pushes my buttons.


 Physically, I am not as strong as Sylvia. I also think I tend to get impatient. My strengths lie in the thinking clearly and studying the angles in the decision-making process.
 I think I can be strong physically. I tend to be more of the risk-taker. I communicate well. I think my weakness is that I can be more emotional. I sometimes have a short fuse.


 Physically, Sylvia is definitely the stronger of the two of us. She also can talk the two of us in and out of anywhere we need to go. She is funny and charming. People love her! Her weakness would have to be not paying attention to the details. We balance each other well; we let each other lead where they are strongest.
 Gina brings rational thinking to our Team. She's a great problem-solver. She's smart. She's strong. She's a great leader. We balance each other well. I tend to be stronger, physically. That is mostly just because of her size.


 What I will miss more than anything is not material; it is people: my husband and children. Everything else seems relatively unimportant. It's only a month. You can do anything for 30 days.
 I will miss my three children and my husband most of all. I believe I will learn to appreciate my house, my van, my backyard, etc. I think we all take for granted the simple things that as Americans we have. Living in our country is truly a privilege.


 Only English and a few Spanish words.
 English and about ten Spanish words!


 I would love to go to Greece or Italy.
 I would love to go to Peru, specifically Machu Pichu. My mother is from Peru, and I have family there. I want to see this magical place that I have roots in. I haven't been to Peru since I was a small child. I have just some vague memories.


 I really don't feel more prepared for any one particular place. Obviously the English-speaking countries will be easier to get around. I'm just going to take each destination as it comes and give it my best.
 None! I haven't traveled the world. This is going to be a great adventure, and one that I'll never forget![2]
"
Glenda & Lumumba,"[1]
Glenda Roberts and Lumumba Roberts, newlyweds from Norcross, Georgia.
Glenda, 41, is an insurance underwriter. Lumumba, also 41, is a middle school teacher. This couple has only known each other for two and a half years, having been married for one. But they're ready to take on problems of any size on the race, which may work to their advantage considering the seven inches of height discrepancy between them.
"
Godlewski Family,"
The Godlewski family is a team of sisters from Des Plaines, Illinois. The four siblings, from oldest to youngest, are Michelle, Sharon, Christine and Tricia. Each sister has her own personality, which might cause some roadblocks of their own along the way.
Michelle, 42, is the most direct of the group. She describes herself as excitable and competitive.
Sharon, 39, works as an insurance claim consultant. She says she's alluring and personable and admits that she thrives on challenges.
Christine, 37, is a bit obsessive. A homemaker and the mother of four, Christine's biggest pet peeve about herself is not being able to defend herself when she gets into an argument with her siblings.
Tricia, the youngest at 26, is always forced to play the role of peacemaker. Tricia is hoping to show her big sisters that she has what it takes to endure THE AMAZING RACE.
All four sisters live within 30 minutes of one another. Although they have traveled extensively together, the Race will surely put their relationships to the test as they embark on a much different kind of family vacation.[2]
"
Greg & John,"[1]
 Brothers
 25 & 27
 Software developer & Product manager
 New York, NY & Mountain View, CA

 Read the directions. Read the freaking directions.
 Yeah, attention to detail.
 That's a better one, just all-encompassing. And that's both for navigational directions as well as task directions.
 You got to have it. If you can iron out every single detail along the way, then you're going to be smooth sailing. That's why you iron, to make things smooth!
 You could walk this race if you did everything by the tee compared to people who sprint and go the wrong way.

 There's a first for everything!
 [Laughs.] We would be unique.
 The Franklins, we're one in a million.
 But if we had to, I think maybe the military brothers. One, just because they're African American as well. And two, just the dynamic. They have strength and speed and intelligence, kind of a little bit of intensity as well.
 We are not vets, just to make that clear.
 [Laughs.] We are not vets.
 Very opposite of vets, yeah. [Laughs.]

 Gregory's really bold. He will make that leap; he will eat that thing. And I will sometimes get in my head about it. I'll need to take my time, give myself a countdown. I give Gregory all the trust in the world to just ""3, 2, 1, do it,"" and I wish I could do that.
 On the flip side, Johnny's very good at making decisions and having a calculated way to make decisions. I very much just choose. If I think it's a good decision, I'm just gonna go for it. Johnny will sit and think about the decision before he makes it.
 Sometimes that leads to indecisiveness, which you don't need.
 But sometimes it leads to making the correct decision instead of just going for the one that feels right.
"
Gus & Hera,"


BioBefore the Race
Gus & Hera are a father and daughter from and Gaithersburg, Maryland and Los Angeles, California, respectively. Gus is a former CIA agent, covert operative and the first person to fly an open-cockpit plane to the North Pole. Hera is a special education teacher and holds a Masters degree in special education with a cross-cultural emphasis.
Gus & Hera describe themselves as intelligent and resourceful, but also as aggressive and headstrong, and they often butt heads. Gus says Hera can be extremely stubborn, but he sees that as an extension of his own personality.
While Hera says the money is her prime motivation for doing THE AMAZING RACE, Gus says that having this experience with his child will help him relate to her as an adult and see how he did as a parent.

[1]


 I am a seasoned world traveler with lots of experience.
 I have traveled to a few places in Europe and all over the Caribbean and Middle America. I also lived in South Africa for half a year and traveled around southern Africa for a little while.


 Getting enough sleep.
 I think language barriers can be really stressful. I can remember when I was in France on a family vacation, and as soon as we got off the plane, my dad started speaking English in a French accent as if that would help. Ha ha.


 I wanted to take the time to be with my daughter.
 I wanted to be on THE AMAZING RACE because I love adventure, and I think my father and I needed bonding time because we really have never had a common goal that could bring us together. The Race presented itself as a chance to really test our relationship and, for me, to show my father—and many other people in my life—how strong I am.


 Hera is my little girl. We have traveled together many times as a family, but never together alone. Hera can be very stubborn, but so can I.
 Yes, we have traveled a lot together. My father and I travel very differently! He doesn't mind eating at gas stations and not ever stopping to pee, and I am really picky about my food and have to pee a lot. I also have issues with not getting enough sleep. He has issues waking up early.


 My biggest fear is that we will be the first Team eliminated.
 My biggest fear is disappointing my family, my friends and my students. I want people to see me as the strong, intelligent black woman that I am, not ""the black bitch."" I want my father to be proud of the daughter he raised. I want my mother to smile, knowing that she was and is my rock and I am a reflection of how she raised me.


 My strength will be that I will always be calm and deliberate. My weakness will be that I will always be calm and deliberate.
 My strength is that I am stubborn, determined and athletic. There are a lot of strengths that my father and I share, but sometimes I can bring determination when the mood is down.


 Hera has a good mind and can react to a situation as need be. Her weakness is that she can let her emotions get the better of her.
 My dad is one of the most intelligent people I know. He is also really good at reading people. When I am emotional, he has the ability to stay focused and not let his emotions rule him.


 I will miss my wife most on this trip.
 I get really cold easily! I think I will miss being able to put on clean, warm clothes. I will also miss talking to my mother, because not a day goes by that we don't talk.


 I speak English and some German.
 I speak English, and I try to speak French on occasion!


 I'm looking forward to wherever we go. I'm getting to see how my little girl has grown and getting a chance to meet the woman she has become.
 I am partial to the continent of Africa, so if you see me anywhere in Africa, I will probably be happy!


 I feel we will do best in Europe.
 I am not sure I can say I would be best prepared for anywhere! I think I could probably do pretty well in South Africa because I lived there, but anywhere else is fair game. I can get lost in my backyard if the activity warranted.[2]
"
Harley & Jonathan,"[1]
Harley[] Harley Rodriguez
 41
 New York
 Dating
 7 years
 Through a mutual friend on a random night out in Los Angeles.
 Group fitness trainer
 I'm a master instructor in group fitness training at Barry's Bootcamp.
 Good listener, patient (to a fault) and humble.
 Teaching fitness classes and watching movies.
 Uprooting my life on the West Coast and starting a new chapter with work on the East Coast.
 Physically, people have said Mark Consuelos.
 Nobody. I even looked online and nothing!
 Getting kidnapped or dying abroad.
 Immersing myself and learning about the culture of the country/city through its locals.
 We can be very indecisive on the smallest things.
 His complaining.
 The Seychelles. Pictures of the islands look breathtaking.
 Experiencing travel in a completely different way.
 It will force us to make constant in-the-moment crucial decisions more often. The high stress level of the show will definitely test us.
Jonathan[] Jonathan Knight
 46
 New York
 Dating
 7 years
 Mutual friend
 Entertainer
 I am a member of pop group New Kids on the Block.
 Modest, giving and loyal.
 Farming/gardening, DIY projects and snorkeling.
 Being fortunate to have the same career for 30 years that I started when I was 16.
 Photographer Lynn Goldsmith called me young Elvis when I was young.
 Toilets in third world countries, ""street meat"" and sickness.
 The unknown, seeing different cultures and landscapes and meeting amazing people.
 We tend to be indecisive. Running The Race we are going to have to make quick decisions and pick which one is best.
 He tends to be late for things.
 I have been lucky to see a lot of the world. There are a few countries left to see though! All would be equally amazing to see in their own right.
 I hope to gain skills that will forever enhance our communication and life together.
 It could bring us closer together working as a team or tear us apart.
"
Hayden & Aaron,"


BioBefore the Race
Hayden & Aaron live together in Los Angeles, California. About eight months ago, they saw each other for the first time at a Mexican restaurant. They describe this encounter as fate and love at first sight. Aaron chased Hayden down in the parking lot in hopes of not leaving without asking for a date. Their first date was the next day, and they have been inseparable ever since.
Although they have known each other for only a few months, they feel like they are soulmates and share a lot in common, such as competitiveness, athleticism, sensitivity and, most importantly, closeness with their respective families. However, their personalities differ, as Hayden is more direct and loud while Aaron is more laid back.
They both come from athletic backgrounds. Hayden received a track scholarship to the University of New Mexico, and Aaron was All-American for volleyball at Michigan State University. Their natural ambition and competitiveness is not only their primary reason for going on the Race, it is one of the reasons they think that they are going to win.

Hayden & Aaron are both models and are trying to pursue acting careers in Los Angeles. They feel that THE AMAZING RACE will bring them closer together as a couple and maybe help take their relationship to the next level.[1]


 My travel has been limited to the entire United States, Mexico and Canada. I have had other opportunities to go to Europe, New Zealand and Australia, but because of my fear of flying, I wouldn't go.
 My previous travel experience has been limited to the US, Canada and Mexico. But I've been on cross-country road trips several times with my friends and Hayden. I love to travel and can't wait for the Race.


 To me, the most stressful aspect is the flying.
 For me, the most stressful part of traveling is when I don't have control of the situation, like a delayed flight or an incompetent cab driver.


 I wanted to be on the Race to explore places that I have never been and to test my own personal limits. I want to overcome personal fears and to see how Aaron and I do in stressful situations together. I'd also like to find out whether we're truly compatible.
 I have two reasons for being on THE AMAZING RACE. First is the opportunity to travel the world and have a once-in-a-lifetime adventure. The second and most important is to take part in this adventure with Hayden; there was no one else I want to do this with.


 Aaron and I have traveled, but we've been dating less than a year, so it has been mostly road trips to Arizona and Washington state, where I was born and raised.
 Hayden and I haven't really traveled that much together, except a couple times we made the drive from LA to Phoenix. When we received the news that we made it on the Race, we drove from LA to Hayden's parents' house in Chewelah, Washington with both of are dogs. It was definitely a nice warm-up.


 I am deathly afraid of heights. This is something that started when I was a little girl, so I'm a little worried!
 The only thing that I fear is hearing Phil saying, ""Hayden and Aaron, you're the last Team to arrive.""


 I'm very competitive and determined, and I'm a good athlete. I give it my best in competition, and I think of myself as a good leader. I can get emotional, and I have a short fuse at times and can be controlling. I'm also terrible at reading maps and navigating.
 My biggest strengths are my competitive nature, my athletic ability and my instincts when it comes to making the right decision. My weakness, if it really is a weakness, is my laid-back behavior.


 Aaron is an incredible athlete and has a great sense of direction. He's also extremely calm and keeps a cool head in stressful situations, something I need to work on! Aaron's weakness could be his tendency to be very mellow and not get aggressive when he needs to be.
 Hayden is more competitive then I am, which can be a strength and a weakness. She's also extremely athletic and intelligent. Her biggest weakness is her temper: she can go from 0-60 in less than a second. But I love that sometimes!


 I am crazy about my dog. My friends think I'm a little weird because I treat her like she's my child. I just love her! I will also miss my family. I call home daily and talk to my parents, who live in Washington state.
 The two things that I'll miss most are my Lab, Morgan, and Sportcenter. Sorry, Mom and Dad!


 I studied Spanish in high school and college, so you could say I used to be semi-fluent, but I haven't practiced much since I graduated! That's the only other language I'm familiar with.
 I speak 14 languages. Just kidding! I speak one: good old English. We are so screwed!


 I really want to go to Africa and see some wildlife. I love Animal Planet, and I used to be addicted to watching anything that involved lions, cheetahs, elephants, etc. I've always wanted to see them up close.
 I've always wanted to go to Ireland and drink a pint of Guinness. But wherever we go, I'm sure it will be amazing.


 I really don't know if you could say I'm ""prepared"" for any particular country. I suppose if we go to Australia I could be fairly prepared, because my eldest brother lived abroad there, and my whole family has traveled to Australia and they love it, so I'm somewhat familiar with it from my family's experiences visiting there.
 With my limited travel experience, I'll have to say the country I'm most prepared for will be the beginning and ending country. I hope we make it that far.[2]
"
Hayley & Blair,"[1]
Hayley[] Hayley Keel
 28
 St. Petersburg, Fla.
 Single
 Registered Nurse
 I am an ER/trauma RN, currently working at a pediatric hospital in the ER.
 Genuine, witty and passionate.
 Going to the beach, anything active (biking, paddle boarding, working out), cooking, traveling, attending Cleveland/Tampa Bay sporting events and exploring new places (cities, restaurants, local attractions).
 Becoming a registered nurse. It is simply amazing to be able to help people and make a difference in their lives.
 Becoming sick or sustaining an injury.
 Not knowing what I will see and experience. I love the spontaneity of traveling to new places.
 3. From 2004-2005, college boyfriend; 2006-2013 long term relationship; 2013-2014 dated.
 Poor communication, lack of goals, no motivation, boring, bad attitude and laziness.
 Confidence, loyalty and happiness.
 Jealousy, negativity and insecurity.
 Justin Timberlake
 Taylor Swift
 Thailand, because of its beautiful beaches and fun atmosphere.
Blair[] Blair Townsend
 31
 Amelia Island, Fla.
 Single
 Physician
 I am taking a few years away from surgery residency to serve as an active duty doctor in the Navy. I provide medical care to Sailors in the Dive and Undersea communities.
 Versatile, brave and inventive.
 Ironman competitions, sailing, scuba diving and golf.
 Being a good son to my parents and a good brother to my sisters.
 Not ever wanting to return to real life.
 Knowing that I will return a better man.
 Two
 Lack of curiosity in the world, complacency and dishonesty.
 Razor-sharp wit, bold confidence and a contagious smile.
? Excessive swearing, no swearing and excessive make-up.
 Lionel Messi's significant other, Antonella Roccuzzo.
 If Ryan Gosling had a miracle baby with Brad Pitt then that child was tutored by Stephen Hawking, mentored by the late Maya Angelou, and trained by Bruce Jenner in his prime...I would be that person.
 Thailand or any country in Southeast Asia. I am obsessed with the food in the region, think the terrain is beautiful, and want to be thrown into the hustle and bustle of an overcrowded city while searching for Phil.
"
Heather & Eve,"
“”

BioQ & A
Recent Harvard Law School graduates Heather, 25, and Eve, 25, began their friendship three years ago on their first day of law school. They were drawn to each other almost immediately. As Eve describes it: ""the first girl I saw was 35 and wearing a MIT ballroom dancing sweatshirt... but then I saw Heather and she looked like the only normal person there--so we met.""
Eve attended University of Michigan for undergraduate, and Heather received a B.S. from Cornell University. A seasoned traveler, Eve spent a summer in Madrid and six months in London while attending the London School of Economics. Heather also spent a year abroad in Oxford, London. They know that their smarts could ultimately guide them to victory, but their secret weapon is to use their looks and charm to manipulate people into helping them along the way.
These friends and roommates look to this experience as an opportunity to finally put the books down and travel the world before starting their law careers. Eve hopes this will also help her overcome some of her biggest fears, which are flying and extreme outdoor sports, while Heather hopes that her enthusiasm for adventure and challenge will rub off on her teammate.

Heather resides in Boston. Her birth date is September 17. Eve lives in New York City and her birth date is November 10, and she is a proud Scorpio.[1]


 More limited than I would like, but always incredible. I traveled around Europe during college and enjoyed experiencing different cultures. More recently, I've backpacked through Central America. This was my first solo traveling experience. I loved the different cultures, the adventure travel each country offered (hitting volcanoes in Costa Rica, rapelling in Belize, exploring Mayan ruins in Guatemala, scuba diving in Honduras, and the ultimate flexibility of solo travel.
 Hectic, amazing, life-changing. I've lived in England and Spain for extended periods of time, as well as traveled to the Middle East, Central America, South America and Europe. Submerging myself in other cultures taught me many lessons about myself and our American culture, and reminded me how small my existence is.


 Navigating through foreign cities for the first time.
 Flying. I have always dreaded getting to wherever I am going—planes, trains, automobiles—but once I am there, I realize it was all worth it.


 Good hiking shoes and socks.
 Good socks for dry feet.


Heather: To enjoy adventure travel while gaining insight into myself and perspective on my place in the world.
Eve: I believe that the Race is my personal odyssey. Going to Harvard, I have spent three years in my head; that is where I excel. I am not a physically adventurous person, and the challenges that I will (hope to) face will force me to confront some of my biggest fears.


 Nope!
 No, Heather and I have traveled separately, but traveling together will be a new, exciting and scary experience for both of us.


 Getting hopelessly lost while driving through some South American jungle or African desert.
 Losing in the first round.


 Strengths: adrenaline junkie; I love the challenges, and hopefully will pass some of that enthusiasm onto Eve. Weaknesses: poor sense of direction and don't love cities.
 I am good at getting things (so far). I can work bureaucracies and DMV people: you know, the kind of person that has power over you for five minutes and uses their power to oppress you for the full time you are in their presence. I am a good talker. On the other hand, I sometimes freeze up during physical challenges. I have a lot of fear.


 Strengths: negotiating airline tickets; getting free stuff from people; thinking creatively. Weaknesses: fearful of flying and certain physical challenges.
 Heather is competent, strong (physically and emotionally), and spontaneous. We have fun together.


 Talking to my friends and family on the phone.
 My family and friends. I miss them now and we haven't even started yet.


 A little French and Spanish.
 Spanish, un poco.


 Thailand, Vietnam, Australia, New Zealand, Brazil, South Africa, Chile
 I would love to visit the Far East and Southeast Asia. I have heard that Vietnam is the most amazing country.


 Central America (Costa Rica, Belize, Honduras, Guatemala), Greece, England
 Heather and I feel most prepared for Costa Rica and England. We have both spent extended periods of time in these countries, and would kick ass here.[2]
"
Henry & Evan,"[1]
Henry[] Henry Zhang
 22
 @HenryTZhang
 @HenryTZhang
 Los Angeles, California
 Management Consultant
 I work on a team that helps companies, governments, and NGOs improve their performance and realize their goals.
 Entrepreneurial, caring, and ambitious.
 Soccer, coding, and ukulele.
 I taught myself to code and created a website to provide debate preparation materials to disadvantaged students.
 Coming back injured—wouldn't want to worry my mom while I get these opportunities to travel.
 Seeing, experiencing, and eating entirely new things and getting to share these experiences with people I care about.
 Rio de Janeiro. I've never been to Brazil or even South America, and the place has a real holistic appeal to me. Also, I'm a big soccer fan and I'd love to play with locals on the beach.
 I think Evan and I, though young, have a serious relationship, and running the race, I'm hoping to learn lots more about her and about us. Also, it'll be an awesome travel experience!
Evan[] Evan Lynyak
 22
 @evan.lynyak
 Los Angeles, California
 Management Consultant
 I work on a team that helps companies, governments, and NGOs improve their performance and realize their goals.
 Thoughtful, sarcastic, and compassionate.
 Watching movies and reading.
 As a junior in college, I was the seventh overall best speaker out of more than 700 individual competitors at the 2016 World Universities Debating Championship, making me the top ranking female debater that year.
 Getting into a car accident or otherwise seriously injured while being far from family and without understanding the medical system.
 Traveling uniquely humbles me; I feel insignificant in such a big, amazing world, but that thought motivates me to savor life.
 Israel, as it is so rich with historical and cultural significance.
 Despite having only dated for a year and a half, I view my relationship with Henry as a serious one, and would like to learn more about how we function as a team. Additionally, running the race and getting as far as possible would allow me to see the world and have a unique adventure!
"
Hope & Norm,"
“”Bio[]Hope and Norm were 20 years old when they met in Clinton, Tennessee. It was July 1983, the summer before their junior year in college. Norm played it cool, waiting about a month before asking Hope out. After dating Norm for three years, Hope moved to Clinton and the two were married. They've done a little traveling together, and both have enjoyed the adventure and the quality time together.
Hope and Norm decided to team up for THE AMAZING RACE mostly for the challenge and the adventure. According to Hope, ""I would not have signed up with anyone else! Norm could complete the race with anyone and have a great time. Our strengths are that we compliment each other's weaknesses."" When thinking about how participating in THE AMAZING RACE will affect their relationship, Hope says, ""We think that the Race will make us stronger and will add to our memories of one another that will last a lifetime.""
Q & A[]
 I'm driven, good at scheduling, and have good communication skills. However, I tend to make decisions impulsively. I have no foreign language skills and no sense of direction.
 I'm competitive and have good listening skills, but I have trouble making decisions.
 Norm is extremely patient and kind, as well as physically strong. He likes to keep his options open, and is able to look at situations and see lots of choices. Norm's weakness is his strength. He has a hard time asserting his way with others and will put someone else before himself, rather than risk hurting that individual or treating them with disrespect.
 Hope is very organized and can make decisions fairly quickly, with adequate sleep! She is physically strong and has a lot of courage. Her weakness is that she is too open and wants to trust people. She tends to include others in decisions and therefore weakens our advantage.
 True Lies
 Braveheart
 SURVIVOR
 Discovery: Science of Travel
 Mel Gibson
 Mel Gibson
 Goldie Hawn and Meg Ryan
 Michelle Pfeiffer
 Rick Braun and Bouncy James
 N/A
 Fuzzy slippers and my bed
 Sons Jared and John Luke[1]"
Hoskote & Naina,"[1]
Hoskote[] 60
 Laguna Niguel, Calif.
 Father
 ER Doctor
 I take care of acute medical, surgical and traumatic emergencies. I'm also involved in the teaching of medical residents.
 Decisive, resourceful and reliable.
 Traveling, acting (Shakespearean Theater) and hiking (Naina is training with me to trek up Mt. Kilimanjaro).
 I'm most proud of my children, who have grown up to be well-educated, cultured, confident young people. Most importantly, they are good, honest citizens who I would love to have as my friends if they were not my children.
 Hugh Grant – suave, sophisticated and debonair.
 Mila Kunis – cute, vivacious, talented and fun-loving.
 Nothing about traveling really scares me. I do realize, however, that one must be careful and I take sensible precautions for health and safety. The thrill of traveling is in venturing into and exploring unfamiliar places.
 Traveling excites me because it allows me to venture into and explore unfamiliar places and cultures. I gain new perspectives into people, places and things.
 As an ER physician, I am accustomed to making final decisions which must be implemented immediately without questions. Given that temperament, I am not always receptive to others' thoughts and ideas. It is my hope to change that by being more open to Naina's thoughts and ideas, which admittedly are sometimes better than mine!
 She buys too many clothes, which I think she doesn't wear. (Although, she says she does!)
 I would love to visit China. A country previously closed to the West is now opening its doors. I would love to learn about and explore its rich culture, tradition and people.
 Both of us are headstrong and highly opinionated. The Race will help us, if not force us, to learn how to compromise and work with one another as we strive towards a mutual goal of winning the Race.
Naina[] 27
 Laguna Niguel
 Daughter
 Fitness Instructor
 I get to inspire and empower people to invest time in themselves and their relationships by altering the way they perceive their physical health. I strive to help others lead a well-balanced life filled with energy, commitment and enthusiasm.
 Resilient, opinionated and adventurous.
 Dancing, water sports and cooking.
 Graduating from USC with honors.
 Anne Hathaway – beautiful personality. She loves to laugh, talented and fit.
 Dr. Rey, a.k.a. Dr. 90210 – not only do they physically resemble each other but the combination of intelligence and sophistication is identical.
 What scares me the most is falling sick or being kidnapped.
 Being able to immerse myself completely in a new environment, absorbing the sights, sounds and history around me. And through this process, hopefully discovering more of who I am and what I stand for.
 Most of the time we both think that we are right. Being able to quickly resolve an issue without raising our voices or being unwilling to relent is something I hope this race allows us to work on. We are in unfamiliar territory during the Race so my wish is that we work out any kinks by compromising quickly and doing what's best within the circumstance we find ourselves in.
 I don't know if it's deliberate or not, but I think my dad chooses to have selective hearing. Most times when I am talking to him I'll have to repeat questions several times before he sometimes will acknowledge that he is listening to me. And then while I am still talking to him, he'll walk away stating that his mind is elsewhere. It can be frustrating!
 I would love to go to Kenya and go on an African Safari or visit Egypt to experience the rich and ancient cultural history first hand.
 I come from a big family, so I have never been able to travel alone with my dad. I see this as an opportunity for adventure and exploration; where I get my dad all to myself and we are able to discover how we could improve upon our relationship as father/daughter but at the same time stay true to who we are as individuals.
"
Hung & Chee,"[1]
Hung Nguyen[] Hung Nguyen
 39
 Houston
 Professional development coach
 I turn potential into promotions.
 Sharp, resilient, and compassionate.
 Cuddling with my dog, trying new foods, and practicing mindfulness.
 I am so proud of and inspired by the kind, curious and strong daughters that I've raised.
 Suffering a tragic accident and dying without seeing my family again.
 Experiencing new foods, learning about different cultures, and being humbled by people's clever and resourceful ideas.
 I'd like to go to Indonesia. I was born in a refugee camp in Galang, Indonesia, which has since been turned into a memorial site. I've never been back since leaving as a newborn.
 My husband and I never went on a honeymoon. This is the ultimate honeymoon!
Chee Lee[] Chee Lee
 38
 Houston
 Financial planning and analysis
 I run the budgeting and forecasting process to ensure my company achieves its profit targets.
 Laid-back, trusting, and athletic.
 Tennis, playing with my kids, and binge-watching shows with my wife.
 I devoured 5 pounds of pizza in 60 minutes to win a pizza-eating challenge.
 Food poisoning.
 The possibility of seeing, doing, and eating things I've never seen, done, or eaten before!
 I'd like to go anywhere in Africa because it's the continent I know least about, and it would be so different than any other place I've been.
 I want to laugh a lot with my wife.
"
